index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
25030,9555589740,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Chicago,newstack.vc,New Stack Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,New Stack Ventures -- Early Stage Venture Capital Investments in Remarkable Founders,Empty,False,Empty,https://www.linkedin.com/company/new-stack-ventures,Empty,4,10.0,Empty,IMPORT,28359606,Offline Sources,Empty, +1 714-832-8716,Empty,Empty,IL,Empty,Empty,Empty,Empty,New Relic; Typekit By Adobe; Vimeo; Ruby On Rails; Keen IO; Recaptcha; Google Analytics; Mandrill; Godaddy Nameserver; Google Apps; ios; Errorception; Amazon S3; Mailchimp,newstack.vc,2015.0
25044,9555164590,Empty,Empty,Health,Fin Tech,"Cyber Security, Enterprise Software, FinTech, Health Care, SaaS","Financial Services, Health Care, Information Technology, Privacy and Security, Software","Early Stage Venture, Seed",Venture Capital,"New York, New York, United States",maccabee.vc,Maccabee Ventures,Jay Patel,Empty,Empty,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/maccabee-ventures,Empty,Empty,Empty,Empty,Empty,https://www.linkedin.com/company/macventures/,Empty,3,Empty,Empty,IMPORT,28359606,Offline Sources,Empty,0,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,maccabee.vc,Empty
25049,9554837857,Empty,50000000.0,Other,Other,"Business Development, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services","Early Stage Venture, Late Stage Venture, Seed",Venture Capital,"Chicago, Illinois, United States",originventures.com,Origin Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/origin-ventures,Empty,"Origin Ventures, founded in 1999, is a leading venture capital firm with offices in Chicago and Salt Lake City.",Venture Capital & Private Equity,False,"Origin Ventures, founded in 1999, is a leading venture capital firm with offices in Chicago and Salt Lake City.",https://www.linkedin.com/company/origin-ventures/,Empty,4,25.0,Empty,IMPORT,28359606,Offline Sources,Empty,0,60661,Empty,IL,549 West Randolph Street,Empty,Empty,Empty,Nginx; Wordpress; Google Tag Manager; Godaddy Nameserver; Salesforce; Woo Commerce; Google Cloud; Google Analytics; Twitter Button; Google Apps,originventures.com,1999.0
25051,9555054187,Empty,10000000.0,Fin Tech,Other,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments","Convertible Note, Early Stage Venture, Seed, Venture",Venture Capital,"San Francisco, California, United States",propel.vc,Propel Venture Partners,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/propel-venture-partners,Empty,Propel Venture Partners is a venture capital firm focused on opportunities at the intersection of technology and finance. Financial services touch the daily lives of consumers everywhere. This massive category has long been the domain of banks and other too-big-to-fail incumbents. But changes are taking hold.,Empty,False,Propel Venture Partners is a venture capital firm focused on opportunities at the intersection of technology and finance. Financial services touch the daily lives of consumers everywhere. This massive category has long been the domain of banks and other too-big-to-fail incumbents. But changes are taking hold.,https://www.linkedin.com/company/propel-venture-partners,Empty,4,10.0,Empty,IMPORT,28359606,Offline Sources,Empty, +1 607 699 9675,94070,Empty,CA,680 Walnut Street,Empty,Empty,Empty,Salesforce; Go Squared; Godaddy Nameserver; Google Apps; Wordpress; Google Tag Manager,propel.vc,2016.0
25053,9555102323,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,New York,lakehouse.vc,Lakehouse Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,We are a venture capital firm that supports founder-led companies during their earliest days of business formation and launch.,Empty,False,We are a venture capital firm that supports founder-led companies during their earliest days of business formation and launch.,https://www.linkedin.com/company/lakehouse-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,10009,Empty,NY,Empty,Empty,Empty,Empty,Google Analytics; Google Apps,lakehouse.vc,2016.0
25055,9555042818,Empty,10000000.0,Other,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments","Early Stage Venture, Seed","Micro VC, Venture Capital","Burlingame, California, United States",fuelcapital.com,DNX Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/fuel-capital,Empty,"Fuel Capital is a seed stage venture capital firm investing in consumer, SaaS and infrastructure businesses.",Empty,False,"Fuel Capital is a seed stage venture capital firm investing in consumer, SaaS and infrastructure businesses.",https://www.linkedin.com/company/fuel-capital/,Empty,8,10.0,Empty,IMPORT,28359606,Offline Sources,Empty, +1 650-281-9059,94010,Empty,CA,1115 Howard Avenue,Empty,Empty,Empty,Salesforce; Squarespace; Typekit By Adobe; Google Tag Manager; Google Analytics; Godaddy Nameserver; Google Apps; Varnish,fuelcapital.com,2013.0
25063,9555151708,Empty,1000000.0,Health,Other,"Emerging Markets, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Other","Early Stage Venture, Seed",Venture Capital,New York City,tribecavp.com,Tribeca Venture Partners,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/tribeca-venture-partners,Empty,Multi-stage venture capital firm that partners with world class entrepreneurs in the NYC area to create and disrupt huge markets.,Venture Capital & Private Equity,False,Multi-stage venture capital firm that partners with world class entrepreneurs in the NYC area to create and disrupt huge markets.,https://www.linkedin.com/company/tribecavp,Empty,5,10.0,6.0,IMPORT,28359606,Offline Sources,Empty,212-966-9333,80301,Empty,New York,28 W 23rd Saint 4th Fl,15TH FL,Empty,Empty,Wordpress; App Nexus; Godaddy Nameserver; Sukuri/Cloudproxy,tribecavp.com,2011.0
25064,9555130438,Empty,10000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Ciudad de México,angelventures.vc,Angel Ventures,Jay Patel,Empty,Mexico,2022-09-08 16:05:00,Empty,Empty,Empty,"Founded in 2008, AV is one of the most active and influential Mexican VC firms in Latin America. The Firm invests in early-stage to early-growth companies by becoming a leading Series Seed and Series A investor in startups that drive innovative busines...",Empty,False,"Founded in 2008, AV is one of the most active and influential Mexican VC firms in Latin America. The Firm invests in early-stage to early-growth companies by becoming a leading Series Seed and Series A investor in startups that drive innovative busines...",https://www.linkedin.com/company/angel-ventures-mexico,Empty,1,25.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,11530,Empty,Ciudad de México,1501 Avenida Horacio,Empty,Empty,Empty,Microsoft Exchange Online; Salesforce; Google Apps; Sentry; Google Analytics; MaxCDN,angelventures.vc,2014.0
25068,9555142752,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Greenville,ironyardventures.com,Iron Yard Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"We exist to create exceptional value for people and their ideas through code education, startup accelerators and coworking spaces.",Empty,False,"We exist to create exceptional value for people and their ideas through code education, startup accelerators and coworking spaces.",https://www.linkedin.com/company/iron-yard-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,29601,Empty,SC,101 South Main Street,Empty,750K,Empty,Salesforce; Typekit By Adobe; Google Cloud; Godaddy Nameserver; Wordpress,ironyardventures.com,2011.0
25075,9555151707,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Tallinn,tera.vc,Tera Ventures,Jay Patel,Empty,Estonia,2022-09-08 16:05:00,Empty,Empty,Empty,"Delivering value for Estonian digital startups globally with proven Silicon Valley strategy. Estonia is on the way to become one of the main startup hotspots in Europe, our aim is to speed this up.",Empty,False,"Delivering value for Estonian digital startups globally with proven Silicon Valley strategy. Estonia is on the way to become one of the main startup hotspots in Europe, our aim is to speed this up.",https://www.linkedin.com/company/tera-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty, +372 632 2177,10123,Empty,Harju maakond,7 Pikk,Empty,Empty,Empty,Microsoft Exchange Online; Microsoft Office 365; Apache; Wordpress; Google Tag Manager; Recaptcha; Google Analytics; Outlook,tera.vc,2016.0
25077,9555042817,Empty,1000000.0,Health,Other,Venture Capital,"Financial Services, Lending and Investments","Early Stage Venture, Seed",Venture Capital,"San Francisco, California, United States",manaventures.vc,Mana Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/mana-ventures,Empty,Mana Ventures is a San Francisco based VC firm that invests in early stage technology companies and consumer brands.,Empty,False,Mana Ventures is a San Francisco based VC firm that invests in early stage technology companies and consumer brands.,https://www.linkedin.com/company-beta/18140743/,Empty,2,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,404-800-6260,Empty,Empty,CA,Empty,Empty,Empty,Empty,Youtube; Squarespace; Typekit By Adobe; Vimeo; Google Apps; MaxCDN,manaventures.vc,2016.0
25078,9555066912,Empty,1000000.0,Fin Tech,Other,0,0,"Convertible Note, Debt, Early Stage Venture, Secondary Market, Seed",Venture Capital,"Austin, Texas, United States",redwood.ventures,Redwood Ventures,Jay Patel,Empty,Mexico,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/redwood-ventures,Empty,"Fondo de Venture Capital en etapas tempranas. Impulsamos al talento humano, el desarrollo de tecnología y la aceleración de empresas disruptivas.",Empty,False,"Fondo de Venture Capital en etapas tempranas. Impulsamos al talento humano, el desarrollo de tecnología y la aceleración de empresas disruptivas.",https://www.linkedin.com/company/redwoodventuresmx/,Empty,2,50.0,Empty,IMPORT,28359606,Offline Sources,Empty,5.21334E+12,44600,Empty,Jalisco,1827 Calle Joaquín Angulo,Empty,Empty,Empty,New Relic; Typekit By Adobe; Keen IO; Google Analytics; Godaddy Nameserver; Google Apps; ios; DoubleClick Ads; Google Tag Manager,redwood.ventures,2017.0
25080,9555610779,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Dammam,raed.vc,Raed Ventures,Jay Patel,Empty,Saudi Arabia,2022-09-08 16:05:00,Empty,Empty,Empty,It is a Saudi corporate venture capital firm established by Almajdouie Holding LLC. It provides funding for the seed and early stage in KSA and MENA.,Empty,False,It is a Saudi corporate venture capital firm established by Almajdouie Holding LLC. It provides funding for the seed and early stage in KSA and MENA.,https://www.linkedin.com/company/raedvc,Empty,1,25.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,32272,Empty,Eastern Province,2881 King Fahd Ibn Abdul Aziz Road,Empty,Empty,Empty,Google Maps; Wordpress; Google Apps; Google Analytics,raed.vc,2015.0
25090,9555029161,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Palo Alto,vvp.vc,Vertical Venture Partners,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,Vertical Venture Partners is an early-stage venture capital firm investing in enterprise technology companies that target vertical markets.,Empty,False,Vertical Venture Partners is an early-stage venture capital firm investing in enterprise technology companies that target vertical markets.,https://www.linkedin.com/company/vertical-venture-partners,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty, +1 678-575-4167,94301,Empty,CA,853 Alma Street,Empty,Empty,Empty,Gravity Forms; Vimeo; Nginx; Wordpress; Google Cloud; Google Tag Manager; Google Analytics; Google Apps,vvp.vc,2015.0
25093,9555577604,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,San Francisco,pathbreakervc.com,Pathbreaker Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"Pursue The Uncharted Path Pathbreaker invests in specialized teams solving hard engineering problems. We lead or co-invest in Angel, Pre-Seed & Seed rounds of wildly ambitious new companies in pursuit of generational impact.",Empty,False,"Pursue The Uncharted Path Pathbreaker invests in specialized teams solving hard engineering problems. We lead or co-invest in Angel, Pre-Seed & Seed rounds of wildly ambitious new companies in pursuit of generational impact.",https://www.linkedin.com/company/pathbreaker-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,94118,Empty,CA,165 JORDAN AVE,APT 4,Empty,Empty,Youtube; Squarespace; Typekit By Adobe; Vimeo; Godaddy Nameserver; Google Apps,pathbreakervc.com,2015.0
25098,9555130433,Empty,1000000.0,Real Estate,Energy,"Financial Services, FinTech, Real Estate, Real Estate Investment, Venture Capital","Financial Services, Lending and Investments, Real Estate",Early Stage Venture,Venture Capital,"Park City, Utah, United States",ret.vc,RET Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/real-estate-technology-ventures,Empty,© 2020 RETV Management LLC. All rights reserved,Empty,False,Empty,https://www.linkedin.com/company/retv/about,Empty,4,25.0,Empty,IMPORT,28359606,Offline Sources,Empty,202-706-7888,84060,Empty,UT,136 Heber Avenue,Empty,Empty,Empty,Microsoft Exchange Online; Gravity Forms; Mailchimp; Amazon S3; Microsoft Office 365; Google Maps; Wordpress; Go Squared; Google Tag Manager; Google Analytics; Godaddy Nameserver; Outlook; MaxCDN,ret.vc,2017.0
25099,9555164587,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,New York,companyventures.co,Company Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"Much more than a fund, Company Ventures has developed a new foundation for this next generation of entrepreneur seeking to build with purpose.",Empty,False,"Much more than a fund, Company Ventures has developed a new foundation for this next generation of entrepreneur seeking to build with purpose.",https://www.linkedin.com/company/company-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,10017,Empty,NY,335 Madison Avenue,Empty,Empty,Empty,Nginx; Namecheap Dns; Google Tag Manager; Heroku; Google Analytics; Express; Google Apps,companyventures.co,2018.0
25108,9555610778,Empty,10000000.0,Health,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Private Equity Firm, Venture Capital","Los Angeles, California, United States",crosscut.vc,Crosscut Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/crosscut-ventures,Empty,Crosscut is a venture capital firm in Los Angeles. We partner with early-stage founders to build extraordinary technology companies from Seed to Series A.,Empty,False,Crosscut is a venture capital firm in Los Angeles. We partner with early-stage founders to build extraordinary technology companies from Seed to Series A.,https://www.linkedin.com/company/crosscut-ventures/,Empty,7,25.0,1.0,IMPORT,28359606,Offline Sources,Empty, +1 206-382-6137,90405,Empty,"Los Angeles, California, United States",3110 Main Street,Empty,Empty,Empty,Nginx; Wordpress; Typeform; Namecheap Dns; Google Tag Manager; Facebook Connect; Google Analytics; Google Apps; Facebook Advertiser,crosscut.vc,2008.0
25109,9555054179,Empty,1000000.0,Fin Tech,Health,Empty,Empty,Empty,Empty,London,connectventures.co,Connect Ventures,Jay Patel,Empty,United Kingdom,2022-09-08 16:05:00,https://www.crunchbase.com/organization/connect-ventures,Empty,Empty,"We take a hands-on approach to investing by helping companies scale quickly and providing our expertise on product,marketing, and financing strategy. As a small and focused fund, we are able to move quickly and give our portfolio companies the time and...",Venture Capital & Private Equity,False,"We take a hands-on approach to investing by helping companies scale quickly and providing our expertise on product,marketing, and financing strategy. As a small and focused fund, we are able to move quickly and give our portfolio companies the time and...",https://www.linkedin.com/company/connect-ventures/,Empty,4,50.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,EC2A 2BF,Empty,Greater London,"Great Eastern Street, London, England EC2A 3, GB",Empty,Empty,Empty,Mailchimp; Heroku; Cloud Flare; Google Analytics; Express; Google Apps; MaxCDN,connectventures.co,2012.0
25111,9555589737,Empty,10000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Ladera Ranch,okapivc.com,OKAPI VENTURE CAPITAL,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"The more I learn, the less I know. Still trying to figure it all out. Hit me at: averitt@okapivc.com",Venture Capital & Private Equity,False,"The more I learn, the less I know. Still trying to figure it all out. Hit me at: averitt@okapivc.com",https://www.linkedin.com/company/okapi-venture-capital,Empty,2,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,9497155555,92651,Empty,CA,555 Corporate Dr,STE 10,Empty,Empty,Wordpress; Recaptcha; Sukuri/Cloudproxy,okapivc.com,2005.0
25118,9555102319,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,icehouseventures.co.nz,Icehouse Ventures,Jay Patel,Empty,New Zealand,2022-09-08 16:05:00,Empty,Empty,Empty,"Icehouse Ventures is an investment group that backs New Zealand's leading high growth companies. The group includes the Ice Angels and ArcAngels investor networks, Tuhua Ventures, Eden Ventures, First Cut Ventures, a number of passive funds and the Flu...",Empty,False,"Icehouse Ventures is an investment group that backs New Zealand's leading high growth companies. The group includes the Ice Angels and ArcAngels investor networks, Tuhua Ventures, Eden Ventures, First Cut Ventures, a number of passive funds and the Flu...",https://www.linkedin.com/company/icehouse-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Microsoft Exchange Online; Typeform; Google Tag Manager; Facebook Connect; Mailgun; Facebook Advertiser; Workable; Microsoft Office 365; Google Cloud; Piwik; Outlook; HubSpot,icehouseventures.co.nz,2019.0
25124,9554837852,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Herzliya,stageonevc.com,StageOne Ventures,Jay Patel,Empty,Israel,2022-09-08 16:05:00,Empty,Empty,Empty,"StageOne Ventures, leads investments in exceptional Israel-related entrepreneurs. We focus on early-stage transformative deep tech startups solving complex enterprise challenges.",Venture Capital & Private Equity,False,"StageOne Ventures, leads investments in exceptional Israel-related entrepreneurs. We focus on early-stage transformative deep tech startups solving complex enterprise challenges.",https://www.linkedin.com/company/stageone-vc,Empty,1,25.0,Empty,IMPORT,28359606,Offline Sources,Empty,97236494000,94303,Empty,Tel Aviv District,2 Ha-Menofim Street,Empty,Empty,Empty,Microsoft Exchange Online; Salesforce; Mailchimp; Microsoft Office 365; Nginx; Wordpress; Google Tag Manager; Google Analytics; Outlook,stageonevc.com,2001.0
25125,9554826116,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Folsom,monetaventures.com,Moneta Ventures LLC,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"Moneta Ventures is a venture capital firm based in Folsom, CA that invests in early stage technology and healthcare companies.",Venture Capital & Private Equity,False,"Moneta Ventures is a venture capital firm based in Folsom, CA that invests in early stage technology and healthcare companies.",https://www.linkedin.com/company/moneta-ventures,Empty,4,25.0,1.0,IMPORT,28359606,Offline Sources,Empty, +1 314-244-3212,95630,Empty,CA,785 Orchard Drive,Empty,Empty,Empty,Microsoft Exchange Online; Typekit By Adobe; Microsoft Office 365; Outlook; Google Analytics,monetaventures.com,2014.0
25130,9555142743,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Chicago,promusventures.com,Promus Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,Investing in early-stage deep-tech software/hardware companies run by visionary and tenacious founding teams.,Venture Capital & Private Equity,False,Investing in early-stage deep-tech software/hardware companies run by visionary and tenacious founding teams.,https://www.linkedin.com/company/promus-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,60606,Empty,IL,30 South Wacker Drive,Empty,Empty,Empty,Microsoft Exchange Online; New Relic; Google Tag Manager; ios; Amazon S3; Microsoft Office 365; Vimeo; App Nexus; Google Analytics; Outlook,promusventures.com,2012.0
25132,9555016610,Empty,50000000.0,Health,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments","Early Stage Venture, Seed",Venture Capital,"San Francisco, California, United States",javelinvp.com,Javelin Venture Partners,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,https://www.crunchbase.com/organization/javelin-venture-partners,Empty,"With $335 million under management, Javelin Venture Partners is an early stage venture capital firm specializing in technology based start-ups that leverage key innovations to create scalable, high-growth companies. Javelin Venture Partners' investment professionals are proven new-technology entrepreneurs who focus on identifying exceptional businesses and management teams, and helping them achieve great success. The firm operates with the culture of a start-up and with an emphasis on being a true partner to entrepreneurs. Javelin Ventures Partners is located in San Francisco, CA, but invests in start-ups throughout the world.",Financial Services,False,"With $335 million under management, Javelin Venture Partners is an early stage venture capital firm specializing in technology based start-ups that leverage key innovations to create scalable, high-growth companies. Javelin Venture Partners' investment professionals are proven new-technology entrepreneurs who focus on identifying exceptional businesses and management teams, and helping them achieve great success. The firm operates with the culture of a start-up and with an emphasis on being a true partner to entrepreneurs. Javelin Ventures Partners is located in San Francisco, CA, but invests in start-ups throughout the world.",https://www.linkedin.com/company/javelin-venture-partners/,Empty,6,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,(415) 471-1300,94105,Empty,CA,221 Main Street,Empty,Empty,Empty,Apache; Google Maps; Wordpress; Google Tag Manager; Google Analytics; Google Apps,javelinvp.com,Empty
25133,9554752107,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Santa Monica,wondervc.com,Wonder Ventures,Jay Patel,Empty,United States,2022-09-08 16:05:00,Empty,Empty,Empty,"Every idea begins with, ""I wonder if"" Every great idea begins with, ""I wonder if this could change the world""",Empty,False,"Every idea begins with, ""I wonder if"" Every great idea begins with, ""I wonder if this could change the world""",https://www.linkedin.com/company/wonder-ventures,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,CA,Empty,Empty,Empty,Empty,Gravity Forms; Wordpress; Google Cloud; Google Tag Manager; Google Analytics; Godaddy Nameserver; Mailchimp; Woo Commerce,wondervc.com,2014.0
25135,9555598593,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Paris,partechventures.com,Partechventures,Jay Patel,Empty,Empty,2022-09-08 16:05:00,Empty,Empty,Empty,"Partech is a global investment platform for tech and digital companies, led by ex-entrepreneurs and operators of the industry spread across offices in San Francisco, Paris, Berlin and Dakar. Partech invests in Internet and information technology startu...",Venture Capital & Private Equity,False,"Partech is a global investment platform for tech and digital companies, led by ex-entrepreneurs and operators of the industry spread across offices in San Francisco, Paris, Berlin and Dakar. Partech invests in Internet and information technology startu...",https://www.linkedin.com/company/partech,Empty,1,1000.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,94111,Empty,Empty,33 Rue du Mail,Empty,Empty,Empty,Microsoft Exchange Online; Google Tag Manager; Salesforce; Microsoft Office 365; Google Maps; Go Squared; Stripe; Outlook; Wordpress; Google Analytics; Cloud Flare,partechventures.com,1982.0
25136,9554837851,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Mumbai,blume.vc,Blume Ventures,Jay Patel,Empty,India,2022-09-08 16:05:00,Empty,Empty,Empty,"Blume is an angel and seed venture fund that backs startups with both funding as well as active mentoring and support. We typically fund startups through multiple rounds, leading up to larger institutional rounds like Series A and B from Venture Capita...",Venture Capital & Private Equity,False,"Blume is an angel and seed venture fund that backs startups with both funding as well as active mentoring and support. We typically fund startups through multiple rounds, leading up to larger institutional rounds like Series A and B from Venture Capita...",https://www.linkedin.com/company/blume-venture-advisors,Empty,1,200.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,400027,Empty,Maharashtra,"C- 1/5, """"SARTHI"""" CO-OPERATIVE HOUSING SOCIETY LTD. KHIRA NAGAR, S.V.ROAD, SANTACRUZ (WEST)",Empty,Empty,Empty,Apache; Wordpress; Google Tag Manager; Google Apps; MaxCDN,blume.vc,2011.0
25138,9555016609,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,bulventures.com,Bulventures JSC,Jay Patel,Empty,Empty,2022-09-08 16:05:00,Empty,Empty,Empty,"Bulventures is a boutique M&A advisory and investment company. We are working primarily with professional private equity investors and a small group of trusted private clients. Our industry focus is IT, Telecom, and Financial Services.",Empty,Empty,"Bulventures is a boutique M&A advisory and investment company. We are working primarily with professional private equity investors and a small group of trusted private clients. Our industry focus is IT, Telecom, and Financial Services.",Empty,Empty,1,Empty,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,bulventures.com,Empty
25140,9555002768,Empty,10000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Singapore,ngc.fund,NGC Ventures,Jay Patel,Empty,Singapore,2022-09-08 16:05:00,Empty,Empty,Empty,"NGC Ventures is one of the largest institutional investors of blockchain technologies, and has been a key contributor to a number of leading projects.",Empty,False,"NGC Ventures is one of the largest institutional investors of blockchain technologies, and has been a key contributor to a number of leading projects.",https://www.linkedin.com/company/neo-global-capital,Empty,1,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,118222,Empty,Singapore,SCIENCE PARK DR,Empty,Empty,Empty,Nginx; Ubuntu; Google Apps; Woo Commerce,ngc.fund,2018.0
25143,9555078268,Empty,Empty,Fin Tech,Health,Empty,Empty,Empty,Empty,London,giant.vc,Giant Ventures,Jay Patel,Empty,United Kingdom,2022-09-08 16:05:00,https://www.crunchbase.com/organization/giant-ventures-global,Empty,Empty,"Giant is a multi-stage venture firm with offices in London, Los Angeles and Copenhagen. Giant backs purpose-driven technology founders solving the world’s most critical problems.",Empty,False,"Giant is a multi-stage venture firm with offices in London, Los Angeles and Copenhagen. Giant backs purpose-driven technology founders solving the world’s most critical problems.",https://www.linkedin.com/company/giantventures/,Empty,3,10.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,Greater London,"Los Angeles , US",Empty,Empty,Empty,Squarespace; Typekit By Adobe; Typeform; Google Apps,giant.vc,2019.0
25144,9555151701,Empty,50000000.0,Health,Fin Tech,Empty,Empty,Empty,Empty,London,eightroads.com,Eight Roads Ventures,Jay Patel,Empty,United Kingdom,2022-09-08 16:05:00,https://www.crunchbase.com/organization/eight-roads-ventures,Empty,Empty,"Eight Roads has a 50+ year history of investing and partners with game-changing technology and healthcare companies, supporting them as they scale to become global leaders.",Venture Capital & Private Equity,False,"Eight Roads has a 50+ year history of investing and partners with game-changing technology and healthcare companies, supporting them as they scale to become global leaders.",https://www.linkedin.com/company/eight-roads/?originalSubdomain=in,Empty,3,200.0,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,EC4M 5TA,Empty,Greater London,"25 Cannon Street, London, EC4M 5TA, GB",Empty,Empty,Empty,Microsoft Exchange Online; Hotjar; Google Tag Manager; Salesforce; Microsoft Office 365; App Nexus; Google Analytics; Outlook,eightroads.com,1994.0
25145,9554801465,Empty,10000000.0,Empty,Empty,Empty,Empty,Empty,Empty,London,mmcventures.com,MMC Ventures,Jay Patel,Empty,United Kingdom,2022-09-08 16:05:00,Empty,Empty,Empty,"MMC is a venture capital fund investing in early stage, high-growth UK companies. Our mission is to be involved in the creation of the global…",Venture Capital & Private Equity,False,"MMC is a venture capital fund investing in early stage, high-growth UK companies. Our mission is to be involved in the creation of the global…",https://www.linkedin.com/company/mmc-ventures,Empty,3,50.0,Empty,IMPORT,28359606,Offline Sources,Empty,02079382220,W8 5HP,Empty,Greater London,2 Kensington Square,Empty,Empty,Empty,Microsoft Exchange Online; Mailchimp; Amazon S3; Microsoft Office 365; Nginx; Hotjar; Google Tag Manager; Google Analytics; Digital Ocean; Outlook,mmcventures.com,2000.0
